,AGREEMENT_RK,ID_CLIENT,TARGET,AGE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
4714,62167034,106809084,0,47,1,0,1,0,0,15000.0,1,0.0
4715,62167970,106809085,0,51,1,0,1,4,0,5000.0,1,0.0
4716,62168155,106809086,0,52,0,1,1,3,0,5500.0,1,0.0
4717,62168276,106809087,0,28,1,0,0,2,2,16000.0,1,0.0
4718,62168586,106809088,1,27,1,0,0,1,0,15000.0,1,0.0
4719,62168826,106809089,0,55,1,0,0,2,0,4500.0,1,0.0
4720,62169414,106809090,0,57,0,1,1,3,0,4000.0,1,0.0
4721,62169528,106809091,0,47,0,1,0,1,0,10000.0,1,0.0
4722,62169555,106809092,0,35,1,0,1,2,2,7600.0,1,0.0
4723,62170025,106809093,1,52,1,0,0,1,1,9000.0,1,0.0
4724,62170275,106809094,1,44,1,0,0,2,1,7000.0,1,0.0
4725,62170459,106809095,1,33,1,0,1,0,0,7000.0,1,0.0
4726,62170490,106809096,0,33,1,0,1,1,1,15000.0,1,0.0
4727,62171073,106809097,0,41,1,0,1,0,0,6500.0,1,0.0
4728,62171298,106809098,0,54,0,1,1,0,0,8500.0,1,0.0
4729,62171557,106809099,0,56,0,1,1,1,0,10000.0,1,0.0
4730,62171799,106809100,1,32,1,0,1,2,2,14000.0,1,0.0
4731,62171875,106809101,0,27,1,0,1,0,0,10000.0,1,0.0
4732,62171977,106809102,0,49,1,0,1,2,0,8000.0,1,0.0
4733,62171989,106809103,0,26,1,0,0,1,1,8000.0,1,0.0
4734,62172112,106809104,0,52,1,0,1,3,0,8500.0,1,0.0
4735,62172409,106809105,0,32,1,0,1,1,1,13000.0,1,0.0
4736,62172424,106809106,0,50,1,0,1,2,0,9000.0,1,0.0
4737,62172494,106809107,0,40,1,0,1,4,4,10000.0,1,0.0
4738,62172554,106809108,1,46,1,0,1,2,0,25000.0,1,0.0
4739,62172667,106809109,0,40,1,0,0,1,1,13000.0,1,0.0
4740,62173125,106809110,0,31,1,0,1,2,2,15000.0,1,0.0
4741,62173432,106809111,0,42,1,0,1,2,2,5000.0,1,0.0
4742,62173562,106809112,0,53,1,1,1,0,0,10000.0,1,0.0
4743,62173973,106809113,0,29,1,0,1,1,1,8000.0,1,0.0
4744,62174043,106809114,0,52,0,1,1,3,0,7000.0,1,0.0
4745,62174083,106809115,0,30,1,0,0,1,1,22000.0,1,0.0
4746,62174177,106809116,0,30,1,0,0,1,1,13000.0,1,0.0
4747,62174195,106809117,0,60,0,1,1,0,0,6000.0,1,0.0
4748,62174579,106809118,0,37,1,0,1,1,1,17000.0,1,0.0
4749,62174832,106809119,1,42,1,0,0,1,1,40000.0,1,0.0
4750,62175061,106809120,0,23,1,0,0,0,0,11000.0,1,0.0
4751,62175433,106809121,1,38,1,0,1,1,1,30000.0,1,0.0
4752,62175524,106809122,0,44,1,0,1,2,1,6500.0,1,0.0
4753,62175727,106809123,1,31,1,0,1,2,2,18000.0,1,0.0
4754,62175795,106809124,0,31,1,0,1,1,1,9000.0,1,0.0
4755,62175798,106809125,1,28,1,0,1,2,2,12000.0,1,0.0
4756,62176049,106809126,0,55,0,1,1,0,0,7500.0,1,0.0
4757,62176137,106809127,1,43,1,0,1,1,0,28000.0,1,0.0
4758,62176259,106809128,0,54,0,1,1,1,0,6000.0,1,0.0
4759,62176534,106809129,0,57,1,0,1,1,0,21000.0,1,0.0
4760,62176567,106809130,0,27,1,0,0,1,1,5000.0,1,0.0
4761,62176668,106809131,1,40,1,0,1,1,1,7000.0,1,0.0
4762,62176681,106809132,0,30,1,0,0,3,3,18000.0,1,0.0
4763,62176762,106809133,0,38,1,0,1,1,1,15000.0,1,1.0
4764,62176925,106809134,0,32,1,0,0,0,0,15000.0,1,0.0
4765,62177006,106809135,0,61,0,1,1,2,0,7000.0,1,0.0
4766,62177469,106809136,0,37,1,0,0,1,1,10000.0,1,0.0
4767,62177496,106809137,0,55,1,0,1,1,1,8000.0,1,1.0
4768,62177604,106809138,1,47,1,0,1,2,0,11000.0,1,0.0
4769,62177612,106809139,0,37,1,0,1,2,2,15000.0,1,0.0
4770,62177712,106809140,0,35,1,0,0,2,2,15000.0,1,0.0
4771,62177809,106809141,0,53,1,0,1,0,0,7300.0,1,0.0
4772,62177859,106809142,0,33,1,0,0,1,2,12000.0,1,0.0
4773,62177918,106809143,1,35,1,0,1,2,2,10000.0,1,0.0
4774,62178044,106809144,0,48,1,0,0,1,0,7000.0,1,0.0
4775,62178052,106809145,0,25,1,0,1,0,0,7000.0,1,0.0
4776,62178270,106809146,0,24,1,0,0,1,1,12000.0,1,0.0
4777,62178372,106809147,0,53,1,0,1,1,0,10000.0,1,0.0
4778,62178683,106809148,0,29,1,0,0,1,1,16000.0,1,0.0
4779,62178746,106809149,0,40,1,0,1,0,0,10000.0,1,0.0
4780,62178872,106809150,0,51,1,0,1,4,0,5500.0,1,0.0
4781,62178934,106809151,1,30,1,0,1,2,2,5000.0,1,0.0
4782,62178966,106809152,0,28,1,0,1,2,2,5000.0,1,0.0
4783,62179817,106809153,0,33,1,0,0,1,1,15000.0,1,0.0
4784,62179903,106809154,1,34,1,0,0,0,0,8300.0,1,0.0
4785,62179939,106809155,0,56,1,0,0,2,0,20000.0,1,0.0
4786,62180208,106809156,0,52,1,0,0,1,0,20000.0,1,0.0
4787,62180272,106809157,0,33,1,0,1,0,0,8000.0,1,0.0
4788,62180435,106809158,0,43,1,0,0,1,1,15000.0,1,0.0
4789,62180456,106809159,1,57,1,0,0,2,0,14000.0,1,0.0
4790,62180474,106809160,0,61,0,1,1,2,0,8000.0,1,0.0
4791,62180610,106809161,1,39,1,0,1,2,1,9000.0,1,0.0
4792,62180678,106809162,0,39,1,0,0,1,1,20000.0,1,0.0
4793,62180730,106809163,0,41,1,0,1,1,0,18000.0,1,0.0
4794,62180768,106809164,0,27,1,0,0,0,0,15000.0,1,0.0
4795,62180770,106809165,0,28,1,0,1,0,0,10000.0,2,0.0
4796,62181225,106809166,0,28,1,0,1,1,1,10000.0,1,0.0
4797,62181262,106809167,0,45,1,0,1,0,0,20000.0,1,0.0
4798,62181499,106809168,0,43,1,0,1,1,0,35000.0,1,0.0
4799,62181502,106809169,0,24,1,0,0,0,0,5800.0,1,0.0
4800,62181678,106809170,0,56,1,0,0,0,0,40000.0,1,0.0
4801,62182004,106809171,1,63,1,1,0,2,0,21000.0,1,0.0
4802,62182253,106809172,0,27,1,0,0,0,0,19000.0,1,0.0
4803,62182416,106809173,0,31,1,0,0,2,2,12000.0,1,0.0
4804,62182545,106809174,1,31,1,0,1,1,1,7000.0,1,0.0
4805,62182666,106809175,0,54,1,0,1,3,0,4600.0,1,0.0
4806,62182890,106809176,1,27,1,0,0,0,0,9000.0,1,0.0
4807,62183041,106809177,0,51,1,0,0,0,0,10000.0,1,0.0
4808,62183522,106809178,0,39,1,0,0,0,0,12000.0,1,0.0
4809,62183651,106809179,0,54,1,0,1,1,0,10000.0,1,0.0
4810,62183888,106809180,0,43,1,0,1,1,1,9000.0,1,0.0
4811,62184050,106809181,0,43,1,0,0,0,0,11000.0,1,0.0
4812,62184112,106809182,0,52,1,0,0,0,0,8000.0,1,0.0
4813,62184409,106809183,0,47,1,0,1,0,0,8000.0,1,0.0
4814,62184501,106809184,0,30,1,0,0,1,1,15000.0,1,0.0
4815,62184761,106809185,0,60,1,1,1,0,0,12000.0,1,1.0
4816,62184806,106809186,0,52,1,0,0,2,2,5000.0,1,0.0
4817,62184958,106809187,0,23,1,0,0,0,0,10000.0,1,0.0
4818,62185166,106809188,1,32,1,0,0,2,2,12000.0,1,0.0
4819,62185304,106809189,0,53,1,0,1,3,0,20000.0,1,0.0
4820,62185329,106809190,0,59,1,0,0,2,0,30000.0,1,0.0
4821,62185795,106809191,0,39,1,0,1,1,1,10000.0,1,0.0
4822,62185891,106809192,0,61,1,1,1,0,0,14000.0,1,0.0
4823,62186068,106809193,0,28,1,0,0,0,0,20000.0,1,0.0
4824,62186116,106809194,0,26,1,0,0,0,0,20000.0,1,0.0
4825,62186133,106809195,0,50,1,0,1,1,0,13900.0,1,0.0
4826,62186170,106809196,1,37,1,0,1,1,1,15000.0,1,0.0
4827,62186291,106809197,0,51,1,0,0,0,0,19000.0,1,0.0
4828,62186368,106809198,0,26,1,0,0,1,1,15000.0,1,0.0
4829,62186534,106809199,1,38,1,0,1,2,1,9000.0,1,0.0
4830,62186576,106809200,0,47,1,0,1,2,1,14000.0,1,0.0
4831,62186602,106809201,0,48,1,0,1,0,0,12000.0,1,0.0
4832,62186610,106809202,0,56,0,1,1,0,0,6200.0,1,0.0
4833,62186798,106809203,0,28,1,0,1,1,1,24000.0,1,0.0
4834,62186799,106809204,0,31,1,0,1,2,2,10000.0,1,0.0
4835,62186857,106809205,0,32,1,0,1,0,0,27000.0,1,0.0
4836,62186860,106809206,0,39,1,0,1,0,0,8000.0,1,0.0
4837,62187160,106809207,0,28,1,0,1,1,1,15000.0,1,0.0
4838,62187336,106809208,0,64,0,1,1,2,0,6800.0,1,0.0
4839,62187471,106809209,0,26,1,0,0,0,0,20000.0,1,1.0
4840,62187632,106809210,0,34,1,0,1,1,1,8000.0,1,0.0
4841,62232320,106809211,0,40,1,0,1,2,2,7500.0,2,0.0
4842,62232522,106809212,0,64,0,1,1,2,0,7000.0,1,0.0
4843,62232631,106809213,0,58,1,0,0,1,0,10000.0,2,1.0
4844,62232633,106809214,0,56,1,0,1,1,0,8000.0,2,1.0
4845,62232644,106809215,0,54,1,0,0,3,0,10400.0,1,0.0
4846,62232824,106809216,0,23,1,0,0,0,0,13000.0,1,0.0
4847,62232857,106809217,0,48,1,0,0,3,3,10000.0,2,0.0
4848,62232927,106809218,0,54,1,1,1,1,0,12000.0,1,0.0
4849,62233082,106809219,0,55,1,0,1,0,0,5000.0,1,0.0
4850,62233197,106809220,0,54,1,0,0,0,0,10000.0,1,0.0
4851,62233335,106809221,0,32,1,0,0,0,0,12000.0,1,1.0
4852,62233623,106809222,0,29,1,0,1,0,0,5600.0,1,0.0
4853,62233626,106809223,1,34,1,0,0,1,1,8000.0,1,0.0
4854,62233749,106809224,0,37,1,0,1,2,2,25000.0,1,0.0
4855,62233774,106809225,0,46,1,0,1,1,0,17000.0,1,0.0
4856,62233870,106809226,0,29,1,0,1,0,0,20000.0,1,0.0
4857,62233888,106809227,0,47,1,0,1,0,0,8000.0,1,0.0
4858,62234138,106809228,0,48,1,0,1,2,0,11000.0,1,0.0
4859,62234151,106809229,0,24,1,0,0,0,0,10000.0,1,0.0
4860,62234178,106809230,0,30,1,0,1,1,1,10000.0,1,0.0
4861,62234335,106809231,0,44,1,0,0,0,0,15000.0,2,1.0
4862,62234363,106809232,0,34,1,0,1,1,1,5500.0,2,0.0
4863,62234371,106809233,0,29,1,0,0,0,0,12000.0,1,0.0
4864,62234494,106809234,0,29,1,0,1,0,0,18000.0,2,1.0
4865,62234593,106809235,0,41,1,0,0,2,2,35000.0,1,0.0
4866,62234639,106809236,0,29,1,0,0,0,0,15000.0,1,0.0
4867,62234744,106809237,0,50,1,0,0,2,2,40000.0,2,1.0
4868,62234763,106809238,1,42,1,0,1,1,1,13000.0,1,0.0
4869,62235044,106809239,0,59,1,0,1,2,0,13000.0,2,1.0
4870,62235167,106809240,0,49,1,0,1,2,1,11000.0,2,1.0
4871,62235172,106809241,0,30,1,0,0,1,2,8000.0,1,0.0
4872,62235177,106809242,0,35,1,0,1,2,2,12000.0,4,2.0
4873,62235249,106809243,0,43,1,0,0,1,1,15000.0,2,0.0
4874,62235276,106809244,0,60,1,0,0,0,0,25000.0,1,0.0
4875,62235637,106809245,0,27,1,0,0,2,2,12000.0,1,0.0
4876,62235646,106809246,0,29,1,0,1,1,1,8200.0,1,0.0
4877,62235665,106809247,1,55,1,1,1,5,0,10000.0,1,0.0
4878,62235944,106809248,1,44,1,0,1,2,0,10000.0,1,0.0
4879,62236013,106809249,0,32,1,0,1,0,0,7000.0,2,1.0
4880,62236054,106809250,0,27,1,0,0,0,0,20000.0,1,0.0
4881,62236055,106809251,0,28,1,0,0,1,1,6000.0,1,0.0
4882,62236119,106809252,0,45,1,0,0,1,1,30000.0,1,0.0
4883,62236178,106809253,0,40,1,0,1,1,1,11500.0,2,1.0
4884,62236267,106809254,0,28,1,0,1,0,0,35000.0,1,0.0
4885,62236542,106809255,0,30,1,0,1,0,0,9000.0,1,0.0
4886,62236610,106809256,0,32,1,0,0,0,0,15000.0,1,0.0
4887,62236739,106809257,0,34,1,0,1,3,3,15000.0,2,1.0
4888,62236811,106809258,1,23,1,0,0,0,0,12000.0,2,0.0
4889,62236940,106809259,0,61,0,1,0,2,0,5900.0,1,0.0
4890,62237337,106809260,0,48,1,0,0,2,0,15000.0,4,2.0
4891,62237587,106809261,0,32,1,0,1,2,2,15000.0,2,1.0
4892,62237690,106809262,0,49,1,0,1,2,0,8000.0,1,0.0
4893,62237743,106809263,0,52,1,0,1,2,0,12000.0,1,0.0
4894,62238035,106809264,0,26,1,0,0,1,1,30000.0,1,0.0
4895,62238445,106809265,1,28,1,0,0,2,2,15000.0,1,0.0
4896,62238824,106809266,0,57,0,1,1,2,0,4300.0,1,0.0
4897,62238944,106809267,0,23,1,0,1,0,0,6000.0,1,0.0
4898,62238982,106809268,0,28,1,0,1,1,1,15000.0,2,1.0
4899,62239085,106809269,0,33,1,0,1,0,0,12000.0,1,0.0
4900,62239086,106809270,0,40,1,0,0,2,2,6500.0,1,0.0
4901,62239195,106809271,0,40,1,0,0,1,0,10000.0,2,1.0
4902,62239212,106809272,1,27,1,0,1,0,0,13000.0,1,0.0
4903,62239277,106809273,0,25,1,0,0,1,1,25000.0,3,2.0
4904,62239334,106809274,0,63,0,1,1,0,0,8500.0,2,1.0
4905,62239875,106809275,0,22,1,0,0,1,1,20000.0,2,1.0
4906,62240204,106809276,0,37,1,0,1,2,1,19000.0,2,1.0
4907,62240289,106809277,0,64,0,1,1,2,0,9000.0,1,0.0
4908,62240628,106809278,0,56,1,0,1,0,0,25000.0,1,0.0
4909,62240870,106809279,1,42,1,0,1,2,1,15000.0,1,0.0
4910,62241058,106809280,0,51,1,0,1,2,2,10000.0,1,0.0
4911,62241225,106809281,0,23,1,0,0,1,1,9000.0,2,1.0
4912,62241254,106809282,1,45,1,0,1,1,0,12000.0,1,0.0
4913,62241422,106809283,0,39,1,0,0,1,1,14000.0,1,0.0
4914,62242215,106809284,0,53,1,0,1,1,0,8000.0,2,1.0
4915,62242320,106809285,0,53,1,0,1,2,0,18000.0,2,2.0
4916,62242342,106809286,0,56,1,0,1,0,0,15000.0,2,0.0
4917,62242420,106809287,0,40,1,0,1,1,1,7000.0,1,0.0
4918,62242444,106809288,1,56,1,1,1,0,0,21000.0,2,0.0
4919,62242539,106809289,0,35,1,0,0,0,0,50000.0,1,0.0
4920,62242676,106809290,0,30,1,0,1,1,1,8000.0,1,0.0
4921,62242745,106809291,0,41,1,0,1,1,1,10000.0,2,0.0
4922,62242810,106809292,1,55,1,1,1,2,0,20000.0,2,0.0
4923,62243011,106809293,0,43,1,0,1,0,0,12000.0,1,0.0
4924,62243116,106809294,0,37,1,0,0,1,1,50000.0,1,0.0
4925,62243260,106809295,0,36,1,0,1,1,1,16000.0,2,1.0
4926,62243456,106809296,0,50,1,0,0,2,0,18000.0,2,1.0
4927,62243506,106809297,0,42,1,0,1,2,2,12000.0,2,0.0
4928,62243712,106809298,0,29,1,0,0,2,3,20000.0,1,0.0
4929,62243724,106809299,1,34,1,0,1,3,3,6300.0,2,1.0
4930,62244002,106809300,0,29,1,0,0,0,0,8000.0,1,0.0
4931,62244029,106809301,0,30,1,0,0,1,1,17000.0,1,0.0
4932,62244134,106809302,0,26,1,0,0,0,0,40000.0,1,1.0
4933,62244177,106809303,1,38,1,0,0,1,2,25000.0,1,0.0
4934,62244180,106809304,0,42,1,0,1,1,0,15000.0,1,0.0
4935,62244319,106809305,0,23,1,0,0,0,0,20000.0,1,0.0
4936,62244358,106809306,1,23,1,0,0,0,0,11000.0,2,1.0
4937,62244541,106809307,0,58,0,1,1,1,0,12300.0,1,0.0
4938,62244665,106809308,0,28,1,0,1,1,1,10000.0,1,0.0
4939,62244731,106809309,0,46,1,0,1,1,0,15000.0,2,1.0
4940,62245098,106809310,1,32,1,0,1,1,1,35000.0,2,0.0
4941,62245146,106809311,0,22,1,0,0,0,0,7000.0,1,0.0
4942,62245249,106809312,0,49,1,0,1,1,1,6000.0,1,0.0
4943,62245265,106809313,0,48,1,0,1,0,0,12000.0,1,0.0
4944,62245627,106809314,0,43,1,0,1,1,1,20000.0,1,0.0
4945,62245927,106809315,0,55,1,1,1,0,0,23000.0,1,0.0
4946,62246043,106809316,0,50,1,0,0,3,1,15000.0,1,1.0
4947,62246131,106809317,0,34,1,0,0,3,3,20000.0,2,1.0
4948,62246163,106809318,1,33,1,0,1,1,1,17000.0,3,2.0
4949,62246626,106809319,0,45,1,0,0,1,1,15000.0,1,0.0
4950,62246764,106809320,0,52,1,0,1,1,1,10000.0,1,0.0
4951,62246916,106809321,0,42,1,0,0,0,0,20000.0,1,0.0
4952,62247106,106809322,0,48,1,0,0,0,1,9000.0,2,1.0
4953,62247110,106809323,0,42,1,0,0,2,1,18000.0,1,0.0
4954,62247210,106809324,0,23,1,0,1,0,0,8000.0,2,1.0
4955,62247331,106809325,0,45,1,0,0,2,2,9000.0,2,1.0
4956,62247484,106809326,1,29,1,0,1,1,1,15000.0,1,0.0
4957,62247868,106809327,0,37,1,0,1,2,1,9000.0,1,0.0
4958,62248073,106809328,0,46,1,0,0,2,1,17000.0,1,0.0
4959,62248078,106809329,0,42,1,0,0,3,2,30000.0,2,0.0
4960,62248081,106809330,0,35,1,0,1,1,1,10000.0,2,1.0
4961,62248173,106809331,0,51,1,0,1,2,0,30000.0,2,1.0
4962,62248181,106809332,0,32,1,0,1,0,0,18000.0,1,0.0
4963,62248329,106809333,0,64,1,1,1,2,0,16000.0,2,1.0
4964,62248372,106809334,0,34,1,0,0,0,0,20000.0,1,0.0
4965,62248474,106809335,0,38,1,0,1,1,1,8000.0,2,1.0
4966,62248530,106809336,1,28,1,0,1,1,1,8000.0,1,0.0
4967,62248558,106809337,0,28,1,0,0,1,1,20000.0,1,0.0
4968,62248602,106809338,0,27,1,0,0,1,1,11000.0,1,0.0
4969,62248788,106809339,0,53,1,0,1,2,0,28000.0,1,0.0
4970,62248789,106809340,0,61,0,1,1,0,0,8000.0,2,1.0
4971,62249125,106809341,1,53,1,0,1,3,0,9000.0,1,0.0
4972,62249153,106809342,0,45,1,0,0,2,1,25000.0,2,1.0
4973,62249174,106809343,0,39,1,0,1,0,0,14500.0,1,0.0
4974,62249206,106809344,0,57,1,1,0,2,1,23000.0,1,0.0
4975,62249305,106809345,0,50,1,0,0,0,0,15000.0,1,0.0
4976,62249518,106809346,0,60,1,1,1,6,0,7000.0,1,0.0
4977,62249688,106809347,1,24,1,0,0,0,0,15000.0,1,0.0
4978,62249804,106809348,0,60,1,1,1,2,0,8000.0,2,1.0
4979,62250095,106809349,0,28,1,0,0,2,2,15000.0,1,0.0
4980,62250156,106809350,0,25,1,0,0,1,1,25000.0,1,0.0
4981,62250187,106809351,0,25,1,0,0,0,0,25000.0,2,1.0
4982,62250273,106809352,0,41,1,0,1,2,2,7500.0,1,0.0
4983,62250318,106809353,0,29,1,0,1,0,0,7000.0,1,0.0
4984,62250366,106809354,1,47,1,0,1,2,0,15000.0,1,0.0
4985,62250575,106809355,0,46,1,0,0,0,0,20000.0,2,0.0
4986,62250656,106809356,0,30,1,0,0,0,0,6000.0,1,0.0
4987,62250866,106809357,0,26,1,0,0,0,0,17500.0,1,0.0
4988,62250873,106809358,0,26,1,0,1,0,0,6000.0,1,0.0
4989,62251140,106809359,0,38,1,0,1,1,1,23000.0,2,1.0
4990,62251169,106809360,0,40,1,0,0,2,2,10000.0,1,0.0
4991,62251242,106809361,0,33,1,0,0,1,1,12000.0,2,1.0
4992,62251298,106809362,0,25,1,0,0,1,1,12000.0,1,0.0
4993,62251399,106809363,0,29,1,0,0,2,2,50000.0,1,0.0
4994,62251874,106809364,0,64,0,1,0,0,0,8000.0,1,0.0
4995,62251884,106809365,0,30,1,0,1,1,1,26000.0,1,0.0
4996,62251889,106809366,0,46,1,0,1,2,0,17000.0,1,0.0
4997,62251958,106809367,0,64,0,1,1,2,0,4000.0,1,0.0
4998,62252249,106809368,0,35,1,0,1,1,1,10000.0,1,0.0
4999,62252372,106809369,0,40,1,0,0,2,2,16500.0,3,2.0
5000,62252590,106809370,0,58,0,1,1,1,0,12000.0,2,1.0
5001,62252882,106809371,0,29,1,0,1,1,1,15000.0,1,0.0
5002,62252886,106809372,0,51,1,0,0,1,1,7000.0,2,2.0
5003,62252914,106809373,0,54,1,0,1,2,0,12000.0,1,0.0
5004,62252920,106809374,0,24,1,0,1,1,1,15000.0,1,0.0
5005,62253060,106809375,0,44,1,0,1,3,2,9200.0,2,1.0
5006,62253095,106809376,0,34,1,0,0,0,0,17000.0,1,0.0
5007,62253351,106809377,0,38,1,0,1,2,2,12000.0,2,1.0
5008,62253724,106809378,0,46,1,0,0,2,1,12000.0,1,0.0
5009,62254055,106809379,0,50,1,0,1,2,0,5000.0,1,0.0
5010,62254202,106809380,0,34,1,0,1,1,1,18000.0,1,0.0
5011,62254212,106809381,0,24,1,0,0,0,0,15000.0,2,1.0
5012,62254295,106809382,0,41,1,0,0,1,1,10000.0,1,0.0
5013,62254550,106809383,0,34,1,0,1,1,1,14000.0,2,2.0
5014,62254571,106809384,0,22,1,0,1,1,1,21000.0,2,0.0
5015,62254887,106809385,0,43,1,0,1,0,0,12000.0,2,2.0
5016,62255029,106809386,0,61,1,0,1,1,0,14800.0,1,0.0
5017,62255144,106809387,1,26,1,0,1,1,1,12000.0,1,0.0
5018,62255169,106809388,0,44,1,0,1,1,0,10000.0,2,0.0
5019,62255262,106809389,0,26,1,0,0,0,0,6000.0,2,0.0
5020,62255357,106809390,0,56,1,0,1,2,2,10000.0,2,1.0
5021,62255528,106809391,0,38,1,0,1,2,0,5000.0,1,0.0
5022,62255682,106809392,0,59,1,1,1,0,0,9000.0,2,0.0
5023,62255715,106809393,0,45,1,0,1,0,0,3500.0,2,0.0
5024,62255835,106809394,0,32,1,0,0,0,0,20000.0,1,0.0
5025,62255879,106809395,0,61,0,1,1,0,0,12000.0,2,1.0
5026,62255993,106809396,0,24,1,0,0,0,0,22000.0,1,1.0
5027,62256050,106809397,0,49,1,0,1,0,0,15000.0,1,0.0
5028,62256089,106809398,1,39,1,0,1,0,0,6000.0,2,1.0
5029,62256345,106809399,0,52,1,0,1,1,0,3500.0,2,1.0
5030,62256416,106809400,1,24,1,0,0,0,0,15000.0,1,0.0
5031,62256461,106809401,0,52,0,1,1,1,0,12000.0,1,0.0
5032,62256740,106809402,0,25,1,0,1,1,1,8000.0,1,0.0
5033,62256766,106809403,1,52,1,0,0,2,0,8000.0,1,0.0
5034,62256804,106809404,0,61,0,1,1,2,0,5500.0,2,1.0
5035,62256809,106809405,0,31,1,0,1,0,0,15000.0,1,0.0
5036,62256985,106809406,0,24,1,0,1,1,1,10000.0,1,0.0
5037,62257184,106809407,0,55,1,0,1,3,0,7500.0,1,0.0
5038,62257284,106809408,1,35,1,0,0,2,0,19000.0,2,1.0
5039,62257520,106809409,1,46,1,0,0,3,0,33000.0,2,1.0
5040,62257530,106809410,1,48,1,0,1,2,0,3000.0,2,1.0
5041,62257531,106809411,0,53,1,0,0,2,0,5000.0,2,1.0
5042,62257683,106809412,0,62,1,0,1,0,0,40000.0,1,0.0
5043,62257965,106809413,0,47,1,0,1,1,0,7000.0,2,0.0
5044,62257997,106809414,0,23,1,0,0,0,0,12000.0,1,0.0
5045,62258004,106809415,0,34,1,0,1,1,1,17000.0,1,0.0
5046,62258082,106809416,0,31,1,0,1,1,1,7600.0,2,0.0
5047,62258349,106809417,0,29,1,0,0,1,1,9000.0,1,0.0
5048,62258441,106809418,0,55,1,0,0,0,0,35000.0,2,1.0
5049,62258492,106809419,0,44,1,0,1,0,0,6000.0,2,1.0
5050,62258591,106809420,0,38,1,0,1,1,0,7000.0,1,0.0
5051,62258661,106809421,0,27,1,0,0,1,1,25000.0,1,0.0
5052,62258826,106809422,0,48,1,0,1,3,0,9600.0,1,0.0
5053,62258831,106809423,0,49,1,0,1,2,0,12000.0,1,0.0
5054,62258967,106809424,0,28,1,0,1,0,0,10000.0,2,1.0
5055,62259104,106809425,0,44,1,0,1,1,0,19000.0,2,1.0
5056,62259261,106809426,0,55,1,0,1,2,0,5000.0,1,0.0
5057,62259286,106809427,0,29,1,0,0,0,0,50000.0,1,0.0
5058,62259451,106809428,0,47,1,0,0,2,2,10000.0,1,0.0
5059,62259477,106809429,0,49,0,1,0,1,0,60000.0,1,0.0
5060,62259558,106809430,0,58,1,0,1,2,0,23000.0,2,1.0
5061,62259601,106809431,0,30,1,0,1,1,1,14000.0,1,0.0
5062,62259755,106809432,0,26,1,0,0,0,0,25000.0,1,0.0
5063,62259813,106809433,0,33,1,0,1,2,2,5600.0,1,0.0
5064,62260375,106809434,0,36,1,0,0,3,3,12500.0,1,0.0
5065,62260864,106809435,0,40,1,0,0,1,1,8000.0,1,0.0
5066,62261070,106809436,0,36,1,0,1,1,1,8000.0,1,0.0
5067,62261225,106809437,1,40,1,0,0,3,2,15000.0,2,0.0
5068,62261259,106809438,0,56,0,1,1,0,0,7550.0,3,2.0
5069,62261297,106809439,0,58,0,1,0,1,0,25000.0,1,0.0
5070,62261306,106809440,0,56,1,0,1,2,0,11000.0,2,1.0
5071,62261659,106809441,0,62,0,1,0,6,0,7000.0,1,1.0
5072,62261687,106809442,1,25,1,0,0,0,0,30000.0,2,1.0
5073,62262301,106809443,0,42,1,0,1,1,0,10000.0,1,0.0
5074,62262409,106809444,0,53,0,1,1,5,3,10000.0,1,0.0
5075,62262659,106809445,0,24,1,0,0,0,0,23000.0,1,1.0
5076,62263320,106809446,0,27,1,0,1,1,1,10000.0,2,1.0
5077,62263340,106809447,0,24,1,0,0,0,0,8000.0,1,0.0
5078,62263585,106809448,0,40,1,0,0,2,2,23000.0,3,2.0
5079,62263715,106809449,0,32,1,0,1,3,3,10000.0,1,0.0
5080,62263880,106809450,0,27,1,0,1,1,1,7000.0,1,1.0
5081,62263919,106809451,1,33,1,0,0,1,1,28000.0,2,1.0
5082,62263941,106809452,0,33,1,0,0,0,0,12000.0,2,1.0
5083,62263947,106809453,0,58,1,0,1,0,0,12000.0,2,1.0
5084,62263968,106809454,0,34,1,0,0,2,2,15000.0,1,0.0
5085,62364181,106809455,0,43,1,0,1,1,0,7000.0,1,0.0
5086,62364282,106809456,1,37,1,0,1,2,0,10000.0,1,0.0
5087,62364330,106809457,0,29,1,0,1,1,1,11000.0,1,0.0
5088,62364332,106809458,1,35,1,0,0,2,2,11000.0,1,0.0
5089,62364336,106809459,0,41,1,0,1,2,2,16000.0,1,0.0
5090,62364559,106809460,1,37,1,0,1,2,2,7000.0,1,0.0
5091,62364746,106809461,0,42,1,0,1,1,1,8000.0,1,0.0
5092,62364747,106809462,1,27,1,0,0,0,0,10000.0,1,0.0
5093,62365106,106809463,1,49,1,0,0,0,0,9000.0,1,0.0
5094,62365247,106809464,0,46,1,0,1,1,0,12000.0,1,0.0
5095,62365346,106809465,0,35,0,1,1,0,0,3500.0,1,0.0
5096,62365753,106809466,0,56,1,1,1,0,0,12000.0,1,0.0
5097,62365867,106809467,0,57,0,1,1,5,0,4300.0,1,0.0
5098,62365877,106809468,0,58,0,1,0,2,0,5600.0,1,0.0
